2017121405,nba.g.1947492,nba.t.5,nba.t.13,https://sports.yahoo.com/nba/los-angeles-lakers-cleveland-cavaliers-2017121405/,Fri, 15 Dec 2017 01:00:00,5016
2017121416,nba.g.1947937,nba.t.16,nba.t.23,https://sports.yahoo.com/nba/sacramento-kings-minnesota-timberwolves-2017121416/,Fri, 15 Dec 2017 01:00:00,5016
2017121409,nba.g.1947420,nba.t.9,nba.t.6,https://sports.yahoo.com/nba/dallas-mavericks-golden-state-warriors-2017121409/,Fri, 15 Dec 2017 03:30:00,5016
2017121511,nba.g.1947329,nba.t.11,nba.t.8,https://sports.yahoo.com/nba/detroit-pistons-indiana-pacers-2017121511/,Sat, 16 Dec 2017 00:00:00,5027
2017121519,nba.g.1947557,nba.t.19,nba.t.22,https://sports.yahoo.com/nba/portland-trail-blazers-orlando-magic-2017121519/,Sat, 16 Dec 2017 00:00:00,5027
2017121527,nba.g.1947778,nba.t.27,nba.t.12,https://sports.yahoo.com/nba/los-angeles-clippers-washington-wizards-2017121527/,Sat, 16 Dec 2017 00:00:00,5027
2017121520,nba.g.1947828,nba.t.20,nba.t.25,https://sports.yahoo.com/nba/oklahoma-city-thunder-philadelphia-76ers-2017121520/,Sat, 16 Dec 2017 00:00:00,5027
2017121530,nba.g.1947830,nba.t.30,nba.t.14,https://sports.yahoo.com/nba/miami-heat-charlotte-hornets-2017121530/,Sat, 16 Dec 2017 00:00:00,5027
2017121502,nba.g.1947202,nba.t.2,nba.t.26,https://sports.yahoo.com/nba/utah-jazz-boston-celtics-2017121502/,Sat, 16 Dec 2017 00:30:00,5027
2017121528,nba.g.1948282,nba.t.28,nba.t.17,https://sports.yahoo.com/nba/brooklyn-nets-toronto-raptors-2017121528/,Sat, 16 Dec 2017 00:30:00,5027
2017121529,nba.g.1947797,nba.t.29,nba.t.1,https://sports.yahoo.com/nba/atlanta-hawks-memphis-grizzlies-2017121529/,Sat, 16 Dec 2017 01:00:00,5027
2017121515,nba.g.1948185,nba.t.15,nba.t.4,https://sports.yahoo.com/nba/chicago-bulls-milwaukee-bucks-2017121515/,Sat, 16 Dec 2017 01:00:00,5027
2017121507,nba.g.1947973,nba.t.7,nba.t.3,https://sports.yahoo.com/nba/new-orleans-pelicans-denver-nuggets-2017121507/,Sat, 16 Dec 2017 02:00:00,5027
2017121510,nba.g.1947887,nba.t.10,nba.t.24,https://sports.yahoo.com/nba/san-antonio-spurs-houston-rockets-2017121510/,Sat, 16 Dec 2017 02:30:00,5027
2017121529,nba.g.1947797,nba.t.29,nba.t.1,https://sports.yahoo.com/nba/atlanta-hawks-memphis-grizzlies-2017121529/,Sat, 16 Dec 2017 01:00:00,5028
2017121515,nba.g.1948185,nba.t.15,nba.t.4,https://sports.yahoo.com/nba/chicago-bulls-milwaukee-bucks-2017121515/,Sat, 16 Dec 2017 01:00:00,5028
2017121507,nba.g.1947973,nba.t.7,nba.t.3,https://sports.yahoo.com/nba/new-orleans-pelicans-denver-nuggets-2017121507/,Sat, 16 Dec 2017 02:00:00,5028
2017121510,nba.g.1947887,nba.t.10,nba.t.24,https://sports.yahoo.com/nba/san-antonio-spurs-houston-rockets-2017121510/,Sat, 16 Dec 2017 02:30:00,5028
2017121507,nba.g.1947973,nba.t.7,nba.t.3,https://sports.yahoo.com/nba/new-orleans-pelicans-denver-nuggets-2017121507/,Sat, 16 Dec 2017 02:00:00,5029
2017121510,nba.g.1947887,nba.t.10,nba.t.24,https://sports.yahoo.com/nba/san-antonio-spurs-houston-rockets-2017121510/,Sat, 16 Dec 2017 02:30:00,5029
2017121630,nba.g.1947837,nba.t.30,nba.t.22,https://sports.yahoo.com/nba/portland-trail-blazers-charlotte-hornets-2017121630/,Sun, 17 Dec 2017 00:00:00,5031
2017121605,nba.g.1947496,nba.t.5,nba.t.26,https://sports.yahoo.com/nba/utah-jazz-cleveland-cavaliers-2017121605/,Sun, 17 Dec 2017 00:30:00,5031
2017121618,nba.g.1947659,nba.t.18,nba.t.25,https://sports.yahoo.com/nba/oklahoma-city-thunder-new-york-knicks-2017121618/,Sun, 17 Dec 2017 00:30:00,5031
2017121610,nba.g.1947896,nba.t.10,nba.t.15,https://sports.yahoo.com/nba/milwaukee-bucks-houston-rockets-2017121610/,Sun, 17 Dec 2017 01:00:00,5031
2017121614,nba.g.1947910,nba.t.14,nba.t.12,https://sports.yahoo.com/nba/los-angeles-clippers-miami-heat-2017121614/,Sun, 17 Dec 2017 01:00:00,5031
2017121616,nba.g.1947945,nba.t.16,nba.t.21,https://sports.yahoo.com/nba/phoenix-suns-minnesota-timberwolves-2017121616/,Sun, 17 Dec 2017 01:00:00,5031
2017121624,nba.g.1948270,nba.t.24,nba.t.6,https://sports.yahoo.com/nba/dallas-mavericks-san-antonio-spurs-2017121624/,Sun, 17 Dec 2017 01:30:00,5031
2017121629,nba.g.1947804,nba.t.29,nba.t.2,https://sports.yahoo.com/nba/boston-celtics-memphis-grizzlies-2017121629/,Sun, 17 Dec 2017 02:00:00,5031
2017121610,nba.g.1947896,nba.t.10,nba.t.15,https://sports.yahoo.com/nba/milwaukee-bucks-houston-rockets-2017121610/,Sun, 17 Dec 2017 01:00:00,5032
2017121614,nba.g.1947910,nba.t.14,nba.t.12,https://sports.yahoo.com/nba/los-angeles-clippers-miami-heat-2017121614/,Sun, 17 Dec 2017 01:00:00,5032
2017121616,nba.g.1947945,nba.t.16,nba.t.21,https://sports.yahoo.com/nba/phoenix-suns-minnesota-timberwolves-2017121616/,Sun, 17 Dec 2017 01:00:00,5032
2017121624,nba.g.1948270,nba.t.24,nba.t.6,https://sports.yahoo.com/nba/dallas-mavericks-san-antonio-spurs-2017121624/,Sun, 17 Dec 2017 01:30:00,5032
2017121629,nba.g.1947804,nba.t.29,nba.t.2,https://sports.yahoo.com/nba/boston-celtics-memphis-grizzlies-2017121629/,Sun, 17 Dec 2017 02:00:00,5032
2017121728,nba.g.1948286,nba.t.28,nba.t.23,https://sports.yahoo.com/nba/sacramento-kings-toronto-raptors-2017121728/,Sun, 17 Dec 2017 20:30:00,5037
2017121708,nba.g.1947130,nba.t.8,nba.t.19,https://sports.yahoo.com/nba/orlando-magic-detroit-pistons-2017121708/,Sun, 17 Dec 2017 21:00:00,5037
2017121717,nba.g.1947446,nba.t.17,nba.t.11,https://sports.yahoo.com/nba/indiana-pacers-brooklyn-nets-2017121717/,Sun, 17 Dec 2017 23:00:00,5037
2017121727,nba.g.1947785,nba.t.27,nba.t.5,https://sports.yahoo.com/nba/cleveland-cavaliers-washington-wizards-2017121727/,Sun, 17 Dec 2017 23:00:00,5037
2017121811,nba.g.1947334,nba.t.11,nba.t.2,https://sports.yahoo.com/nba/boston-celtics-indiana-pacers-2017121811/,Tue, 19 Dec 2017 00:00:00,5041
2017121830,nba.g.1947849,nba.t.30,nba.t.18,https://sports.yahoo.com/nba/new-york-knicks-charlotte-hornets-2017121830/,Tue, 19 Dec 2017 00:00:00,5041
2017121801,nba.g.1947180,nba.t.1,nba.t.14,https://sports.yahoo.com/nba/miami-heat-atlanta-hawks-2017121801/,Tue, 19 Dec 2017 00:30:00,5041
2017121804,nba.g.1947241,nba.t.4,nba.t.20,https://sports.yahoo.com/nba/philadelphia-76ers-chicago-bulls-2017121804/,Tue, 19 Dec 2017 01:00:00,5041
2017121825,nba.g.1947793,nba.t.25,nba.t.7,https://sports.yahoo.com/nba/denver-nuggets-oklahoma-city-thunder-2017121825/,Tue, 19 Dec 2017 01:00:00,5041
2017121810,nba.g.1947904,nba.t.10,nba.t.26,https://sports.yahoo.com/nba/utah-jazz-houston-rockets-2017121810/,Tue, 19 Dec 2017 01:00:00,5041
2017121816,nba.g.1947949,nba.t.16,nba.t.22,https://sports.yahoo.com/nba/portland-trail-blazers-minnesota-timberwolves-2017121816/,Tue, 19 Dec 2017 01:00:00,5041
2017121806,nba.g.1947810,nba.t.6,nba.t.21,https://sports.yahoo.com/nba/phoenix-suns-dallas-mavericks-2017121806/,Tue, 19 Dec 2017 01:30:00,5041
2017121824,nba.g.1948275,nba.t.24,nba.t.12,https://sports.yahoo.com/nba/los-angeles-clippers-san-antonio-spurs-2017121824/,Tue, 19 Dec 2017 01:30:00,5041
2017121813,nba.g.1947340,nba.t.13,nba.t.9,https://sports.yahoo.com/nba/golden-state-warriors-los-angeles-lakers-2017121813/,Tue, 19 Dec 2017 03:30:00,5041
2017121804,nba.g.1947241,nba.t.4,nba.t.20,https://sports.yahoo.com/nba/philadelphia-76ers-chicago-bulls-2017121804/,Tue, 19 Dec 2017 01:00:00,5042
2017121825,nba.g.1947793,nba.t.25,nba.t.7,https://sports.yahoo.com/nba/denver-nuggets-oklahoma-city-thunder-2017121825/,Tue, 19 Dec 2017 01:00:00,5042
2017121810,nba.g.1947904,nba.t.10,nba.t.26,https://sports.yahoo.com/nba/utah-jazz-houston-rockets-2017121810/,Tue, 19 Dec 2017 01:00:00,5042
2017121816,nba.g.1947949,nba.t.16,nba.t.22,https://sports.yahoo.com/nba/portland-trail-blazers-minnesota-timberwolves-2017121816/,Tue, 19 Dec 2017 01:00:00,5042
2017121806,nba.g.1947810,nba.t.6,nba.t.21,https://sports.yahoo.com/nba/phoenix-suns-dallas-mavericks-2017121806/,Tue, 19 Dec 2017 01:30:00,5042
2017121824,nba.g.1948275,nba.t.24,nba.t.12,https://sports.yahoo.com/nba/los-angeles-clippers-san-antonio-spurs-2017121824/,Tue, 19 Dec 2017 01:30:00,5042
2017121813,nba.g.1947340,nba.t.13,nba.t.9,https://sports.yahoo.com/nba/golden-state-warriors-los-angeles-lakers-2017121813/,Tue, 19 Dec 2017 03:30:00,5042
2017121927,nba.g.1947792,nba.t.27,nba.t.3,https://sports.yahoo.com/nba/new-orleans-pelicans-washington-wizards-2017121927/,Wed, 20 Dec 2017 00:00:00,5048
2017121920,nba.g.1947834,nba.t.20,nba.t.23,https://sports.yahoo.com/nba/sacramento-kings-philadelphia-76ers-2017121920/,Wed, 20 Dec 2017 00:00:00,5048
2017121915,nba.g.1948189,nba.t.15,nba.t.5,https://sports.yahoo.com/nba/cleveland-cavaliers-milwaukee-bucks-2017121915/,Wed, 20 Dec 2017 01:00:00,5048
2017122030,nba.g.1947858,nba.t.30,nba.t.28,https://sports.yahoo.com/nba/toronto-raptors-charlotte-hornets-2017122030/,Thu, 21 Dec 2017 00:00:00,5056
2017122001,nba.g.1947184,nba.t.1,nba.t.11,https://sports.yahoo.com/nba/indiana-pacers-atlanta-hawks-2017122001/,Thu, 21 Dec 2017 00:30:00,5056
2017122002,nba.g.1947206,nba.t.2,nba.t.14,https://sports.yahoo.com/nba/miami-heat-boston-celtics-2017122002/,Thu, 21 Dec 2017 00:30:00,5056
2017122017,nba.g.1947459,nba.t.17,nba.t.23,https://sports.yahoo.com/nba/sacramento-kings-brooklyn-nets-2017122017/,Thu, 21 Dec 2017 00:30:00,5056
2017122004,nba.g.1947245,nba.t.4,nba.t.19,https://sports.yahoo.com/nba/orlando-magic-chicago-bulls-2017122004/,Thu, 21 Dec 2017 01:00:00,5056
2017122025,nba.g.1947798,nba.t.25,nba.t.26,https://sports.yahoo.com/nba/utah-jazz-oklahoma-city-thunder-2017122025/,Thu, 21 Dec 2017 01:00:00,5056
2017122010,nba.g.1947912,nba.t.10,nba.t.13,https://sports.yahoo.com/nba/los-angeles-lakers-houston-rockets-2017122010/,Thu, 21 Dec 2017 01:00:00,5056
2017122006,nba.g.1947815,nba.t.6,nba.t.8,https://sports.yahoo.com/nba/detroit-pistons-dallas-mavericks-2017122006/,Thu, 21 Dec 2017 01:30:00,5056
2017122007,nba.g.1947978,nba.t.7,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-denver-nuggets-2017122007/,Thu, 21 Dec 2017 02:00:00,5056
2017122022,nba.g.1947529,nba.t.22,nba.t.24,https://sports.yahoo.com/nba/san-antonio-spurs-portland-trail-blazers-2017122022/,Thu, 21 Dec 2017 03:00:00,5056
2017122009,nba.g.1947426,nba.t.9,nba.t.29,https://sports.yahoo.com/nba/memphis-grizzlies-golden-state-warriors-2017122009/,Thu, 21 Dec 2017 03:30:00,5056
2017122012,nba.g.1948118,nba.t.12,nba.t.21,https://sports.yahoo.com/nba/phoenix-suns-los-angeles-clippers-2017122012/,Thu, 21 Dec 2017 03:30:00,5056
2017122004,nba.g.1947245,nba.t.4,nba.t.19,https://sports.yahoo.com/nba/orlando-magic-chicago-bulls-2017122004/,Thu, 21 Dec 2017 01:00:00,5057
2017122025,nba.g.1947798,nba.t.25,nba.t.26,https://sports.yahoo.com/nba/utah-jazz-oklahoma-city-thunder-2017122025/,Thu, 21 Dec 2017 01:00:00,5057
2017122010,nba.g.1947912,nba.t.10,nba.t.13,https://sports.yahoo.com/nba/los-angeles-lakers-houston-rockets-2017122010/,Thu, 21 Dec 2017 01:00:00,5057
2017122006,nba.g.1947815,nba.t.6,nba.t.8,https://sports.yahoo.com/nba/detroit-pistons-dallas-mavericks-2017122006/,Thu, 21 Dec 2017 01:30:00,5057
2017122007,nba.g.1947978,nba.t.7,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-denver-nuggets-2017122007/,Thu, 21 Dec 2017 02:00:00,5057
2017122022,nba.g.1947529,nba.t.22,nba.t.24,https://sports.yahoo.com/nba/san-antonio-spurs-portland-trail-blazers-2017122022/,Thu, 21 Dec 2017 03:00:00,5057
2017122009,nba.g.1947426,nba.t.9,nba.t.29,https://sports.yahoo.com/nba/memphis-grizzlies-golden-state-warriors-2017122009/,Thu, 21 Dec 2017 03:30:00,5057
2017122012,nba.g.1948118,nba.t.12,nba.t.21,https://sports.yahoo.com/nba/phoenix-suns-los-angeles-clippers-2017122012/,Thu, 21 Dec 2017 03:30:00,5057
2017122007,nba.g.1947978,nba.t.7,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-denver-nuggets-2017122007/,Thu, 21 Dec 2017 02:00:00,5058
2017122022,nba.g.1947529,nba.t.22,nba.t.24,https://sports.yahoo.com/nba/san-antonio-spurs-portland-trail-blazers-2017122022/,Thu, 21 Dec 2017 03:00:00,5058
2017122009,nba.g.1947426,nba.t.9,nba.t.29,https://sports.yahoo.com/nba/memphis-grizzlies-golden-state-warriors-2017122009/,Thu, 21 Dec 2017 03:30:00,5058
2017122012,nba.g.1948118,nba.t.12,nba.t.21,https://sports.yahoo.com/nba/phoenix-suns-los-angeles-clippers-2017122012/,Thu, 21 Dec 2017 03:30:00,5058
2017122022,nba.g.1947529,nba.t.22,nba.t.24,https://sports.yahoo.com/nba/san-antonio-spurs-portland-trail-blazers-2017122022/,Thu, 21 Dec 2017 03:00:00,5059
2017122009,nba.g.1947426,nba.t.9,nba.t.29,https://sports.yahoo.com/nba/memphis-grizzlies-golden-state-warriors-2017122009/,Thu, 21 Dec 2017 03:30:00,5059
2017122012,nba.g.1948118,nba.t.12,nba.t.21,https://sports.yahoo.com/nba/phoenix-suns-los-angeles-clippers-2017122012/,Thu, 21 Dec 2017 03:30:00,5059
2017122105,nba.g.1947501,nba.t.5,nba.t.4,https://sports.yahoo.com/nba/chicago-bulls-cleveland-cavaliers-2017122105/,Fri, 22 Dec 2017 00:00:00,5064
2017122120,nba.g.1947840,nba.t.20,nba.t.28,https://sports.yahoo.com/nba/toronto-raptors-philadelphia-76ers-2017122120/,Fri, 22 Dec 2017 00:00:00,5064
2017122118,nba.g.1947663,nba.t.18,nba.t.2,https://sports.yahoo.com/nba/boston-celtics-new-york-knicks-2017122118/,Fri, 22 Dec 2017 01:00:00,5064
2017122121,nba.g.1947361,nba.t.21,nba.t.29,https://sports.yahoo.com/nba/memphis-grizzlies-phoenix-suns-2017122121/,Fri, 22 Dec 2017 02:00:00,5064
2017122126,nba.g.1947262,nba.t.26,nba.t.24,https://sports.yahoo.com/nba/san-antonio-spurs-utah-jazz-2017122126/,Fri, 22 Dec 2017 03:30:00,5064
2017122118,nba.g.1947663,nba.t.18,nba.t.2,https://sports.yahoo.com/nba/boston-celtics-new-york-knicks-2017122118/,Fri, 22 Dec 2017 01:00:00,5065
2017122121,nba.g.1947361,nba.t.21,nba.t.29,https://sports.yahoo.com/nba/memphis-grizzlies-phoenix-suns-2017122121/,Fri, 22 Dec 2017 02:00:00,5065
2017122126,nba.g.1947262,nba.t.26,nba.t.24,https://sports.yahoo.com/nba/san-antonio-spurs-utah-jazz-2017122126/,Fri, 22 Dec 2017 03:30:00,5065
2017122121,nba.g.1947361,nba.t.21,nba.t.29,https://sports.yahoo.com/nba/memphis-grizzlies-phoenix-suns-2017122121/,Fri, 22 Dec 2017 02:00:00,5066
2017122126,nba.g.1947262,nba.t.26,nba.t.24,https://sports.yahoo.com/nba/san-antonio-spurs-utah-jazz-2017122126/,Fri, 22 Dec 2017 03:30:00,5066
2017122208,nba.g.1947134,nba.t.8,nba.t.18,https://sports.yahoo.com/nba/new-york-knicks-detroit-pistons-2017122208/,Sat, 23 Dec 2017 00:00:00,5073
2017122219,nba.g.1947559,nba.t.19,nba.t.3,https://sports.yahoo.com/nba/new-orleans-pelicans-orlando-magic-2017122219/,Sat, 23 Dec 2017 00:00:00,5073
2017122217,nba.g.1947469,nba.t.17,nba.t.27,https://sports.yahoo.com/nba/washington-wizards-brooklyn-nets-2017122217/,Sat, 23 Dec 2017 00:30:00,5073
2017122225,nba.g.1947805,nba.t.25,nba.t.1,https://sports.yahoo.com/nba/atlanta-hawks-oklahoma-city-thunder-2017122225/,Sat, 23 Dec 2017 01:00:00,5073
2017122214,nba.g.1947920,nba.t.14,nba.t.6,https://sports.yahoo.com/nba/dallas-mavericks-miami-heat-2017122214/,Sat, 23 Dec 2017 01:00:00,5073
2017122210,nba.g.1947921,nba.t.10,nba.t.12,https://sports.yahoo.com/nba/los-angeles-clippers-houston-rockets-2017122210/,Sat, 23 Dec 2017 01:00:00,5073
2017122215,nba.g.1948193,nba.t.15,nba.t.30,https://sports.yahoo.com/nba/charlotte-hornets-milwaukee-bucks-2017122215/,Sat, 23 Dec 2017 01:00:00,5073
2017122222,nba.g.1947535,nba.t.22,nba.t.7,https://sports.yahoo.com/nba/denver-nuggets-portland-trail-blazers-2017122222/,Sat, 23 Dec 2017 03:00:00,5073
2017122209,nba.g.1947435,nba.t.9,nba.t.13,https://sports.yahoo.com/nba/los-angeles-lakers-golden-state-warriors-2017122209/,Sat, 23 Dec 2017 03:30:00,5073
2017122225,nba.g.1947805,nba.t.25,nba.t.1,https://sports.yahoo.com/nba/atlanta-hawks-oklahoma-city-thunder-2017122225/,Sat, 23 Dec 2017 01:00:00,5074
2017122214,nba.g.1947920,nba.t.14,nba.t.6,https://sports.yahoo.com/nba/dallas-mavericks-miami-heat-2017122214/,Sat, 23 Dec 2017 01:00:00,5074
2017122210,nba.g.1947921,nba.t.10,nba.t.12,https://sports.yahoo.com/nba/los-angeles-clippers-houston-rockets-2017122210/,Sat, 23 Dec 2017 01:00:00,5074
2017122215,nba.g.1948193,nba.t.15,nba.t.30,https://sports.yahoo.com/nba/charlotte-hornets-milwaukee-bucks-2017122215/,Sat, 23 Dec 2017 01:00:00,5074
2017122222,nba.g.1947535,nba.t.22,nba.t.7,https://sports.yahoo.com/nba/denver-nuggets-portland-trail-blazers-2017122222/,Sat, 23 Dec 2017 03:00:00,5074
2017122209,nba.g.1947435,nba.t.9,nba.t.13,https://sports.yahoo.com/nba/los-angeles-lakers-golden-state-warriors-2017122209/,Sat, 23 Dec 2017 03:30:00,5074
2017122222,nba.g.1947535,nba.t.22,nba.t.7,https://sports.yahoo.com/nba/denver-nuggets-portland-trail-blazers-2017122222/,Sat, 23 Dec 2017 03:00:00,5075
2017122209,nba.g.1947435,nba.t.9,nba.t.13,https://sports.yahoo.com/nba/los-angeles-lakers-golden-state-warriors-2017122209/,Sat, 23 Dec 2017 03:30:00,5075
2017122328,nba.g.1948290,nba.t.28,nba.t.20,https://sports.yahoo.com/nba/philadelphia-76ers-toronto-raptors-2017122328/,Sat, 23 Dec 2017 22:00:00,5081
2017122311,nba.g.1947338,nba.t.11,nba.t.17,https://sports.yahoo.com/nba/brooklyn-nets-indiana-pacers-2017122311/,Sun, 24 Dec 2017 00:00:00,5081
2017122327,nba.g.1947807,nba.t.27,nba.t.19,https://sports.yahoo.com/nba/orlando-magic-washington-wizards-2017122327/,Sun, 24 Dec 2017 00:00:00,5081
2017122330,nba.g.1947869,nba.t.30,nba.t.15,https://sports.yahoo.com/nba/milwaukee-bucks-charlotte-hornets-2017122330/,Sun, 24 Dec 2017 00:00:00,5081
2017122301,nba.g.1947189,nba.t.1,nba.t.6,https://sports.yahoo.com/nba/dallas-mavericks-atlanta-hawks-2017122301/,Sun, 24 Dec 2017 00:30:00,5081
2017122302,nba.g.1947211,nba.t.2,nba.t.4,https://sports.yahoo.com/nba/chicago-bulls-boston-celtics-2017122302/,Sun, 24 Dec 2017 00:30:00,5081
2017122326,nba.g.1947271,nba.t.26,nba.t.25,https://sports.yahoo.com/nba/oklahoma-city-thunder-utah-jazz-2017122326/,Sun, 24 Dec 2017 01:00:00,5081
2017122329,nba.g.1947813,nba.t.29,nba.t.12,https://sports.yahoo.com/nba/los-angeles-clippers-memphis-grizzlies-2017122329/,Sun, 24 Dec 2017 01:00:00,5081
2017122314,nba.g.1947927,nba.t.14,nba.t.3,https://sports.yahoo.com/nba/new-orleans-pelicans-miami-heat-2017122314/,Sun, 24 Dec 2017 01:00:00,5081
2017122309,nba.g.1948361,nba.t.9,nba.t.7,https://sports.yahoo.com/nba/denver-nuggets-golden-state-warriors-2017122309/,Sun, 24 Dec 2017 01:30:00,5081
2017122321,nba.g.1947367,nba.t.21,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-phoenix-suns-2017122321/,Sun, 24 Dec 2017 02:00:00,5081
2017122313,nba.g.1947355,nba.t.13,nba.t.22,https://sports.yahoo.com/nba/portland-trail-blazers-los-angeles-lakers-2017122313/,Sun, 24 Dec 2017 02:30:00,5081
2017122323,nba.g.1947794,nba.t.23,nba.t.24,https://sports.yahoo.com/nba/san-antonio-spurs-sacramento-kings-2017122323/,Sun, 24 Dec 2017 03:00:00,5081
2017122311,nba.g.1947338,nba.t.11,nba.t.17,https://sports.yahoo.com/nba/brooklyn-nets-indiana-pacers-2017122311/,Sun, 24 Dec 2017 00:00:00,5082
2017122327,nba.g.1947807,nba.t.27,nba.t.19,https://sports.yahoo.com/nba/orlando-magic-washington-wizards-2017122327/,Sun, 24 Dec 2017 00:00:00,5082
2017122330,nba.g.1947869,nba.t.30,nba.t.15,https://sports.yahoo.com/nba/milwaukee-bucks-charlotte-hornets-2017122330/,Sun, 24 Dec 2017 00:00:00,5082
2017122301,nba.g.1947189,nba.t.1,nba.t.6,https://sports.yahoo.com/nba/dallas-mavericks-atlanta-hawks-2017122301/,Sun, 24 Dec 2017 00:30:00,5082
2017122302,nba.g.1947211,nba.t.2,nba.t.4,https://sports.yahoo.com/nba/chicago-bulls-boston-celtics-2017122302/,Sun, 24 Dec 2017 00:30:00,5082
2017122326,nba.g.1947271,nba.t.26,nba.t.25,https://sports.yahoo.com/nba/oklahoma-city-thunder-utah-jazz-2017122326/,Sun, 24 Dec 2017 01:00:00,5082
2017122329,nba.g.1947813,nba.t.29,nba.t.12,https://sports.yahoo.com/nba/los-angeles-clippers-memphis-grizzlies-2017122329/,Sun, 24 Dec 2017 01:00:00,5082
2017122314,nba.g.1947927,nba.t.14,nba.t.3,https://sports.yahoo.com/nba/new-orleans-pelicans-miami-heat-2017122314/,Sun, 24 Dec 2017 01:00:00,5082
2017122309,nba.g.1948361,nba.t.9,nba.t.7,https://sports.yahoo.com/nba/denver-nuggets-golden-state-warriors-2017122309/,Sun, 24 Dec 2017 01:30:00,5082
2017122321,nba.g.1947367,nba.t.21,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-phoenix-suns-2017122321/,Sun, 24 Dec 2017 02:00:00,5082
2017122313,nba.g.1947355,nba.t.13,nba.t.22,https://sports.yahoo.com/nba/portland-trail-blazers-los-angeles-lakers-2017122313/,Sun, 24 Dec 2017 02:30:00,5082
2017122323,nba.g.1947794,nba.t.23,nba.t.24,https://sports.yahoo.com/nba/san-antonio-spurs-sacramento-kings-2017122323/,Sun, 24 Dec 2017 03:00:00,5082
2017122326,nba.g.1947271,nba.t.26,nba.t.25,https://sports.yahoo.com/nba/oklahoma-city-thunder-utah-jazz-2017122326/,Sun, 24 Dec 2017 01:00:00,5083
2017122329,nba.g.1947813,nba.t.29,nba.t.12,https://sports.yahoo.com/nba/los-angeles-clippers-memphis-grizzlies-2017122329/,Sun, 24 Dec 2017 01:00:00,5083
2017122314,nba.g.1947927,nba.t.14,nba.t.3,https://sports.yahoo.com/nba/new-orleans-pelicans-miami-heat-2017122314/,Sun, 24 Dec 2017 01:00:00,5083
2017122309,nba.g.1948361,nba.t.9,nba.t.7,https://sports.yahoo.com/nba/denver-nuggets-golden-state-warriors-2017122309/,Sun, 24 Dec 2017 01:30:00,5083
2017122321,nba.g.1947367,nba.t.21,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-phoenix-suns-2017122321/,Sun, 24 Dec 2017 02:00:00,5083
2017122313,nba.g.1947355,nba.t.13,nba.t.22,https://sports.yahoo.com/nba/portland-trail-blazers-los-angeles-lakers-2017122313/,Sun, 24 Dec 2017 02:30:00,5083
2017122323,nba.g.1947794,nba.t.23,nba.t.24,https://sports.yahoo.com/nba/san-antonio-spurs-sacramento-kings-2017122323/,Sun, 24 Dec 2017 03:00:00,5083
2017122321,nba.g.1947367,nba.t.21,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-phoenix-suns-2017122321/,Sun, 24 Dec 2017 02:00:00,5084
2017122313,nba.g.1947355,nba.t.13,nba.t.22,https://sports.yahoo.com/nba/portland-trail-blazers-los-angeles-lakers-2017122313/,Sun, 24 Dec 2017 02:30:00,5084
2017122323,nba.g.1947794,nba.t.23,nba.t.24,https://sports.yahoo.com/nba/san-antonio-spurs-sacramento-kings-2017122323/,Sun, 24 Dec 2017 03:00:00,5084
2017122518,nba.g.1947669,nba.t.18,nba.t.20,https://sports.yahoo.com/nba/philadelphia-76ers-new-york-knicks-2017122518/,Mon, 25 Dec 2017 17:00:00,5091
2017122509,nba.g.1948367,nba.t.9,nba.t.5,https://sports.yahoo.com/nba/cleveland-cavaliers-golden-state-warriors-2017122509/,Mon, 25 Dec 2017 20:00:00,5091
2017122502,nba.g.1947216,nba.t.2,nba.t.27,https://sports.yahoo.com/nba/washington-wizards-boston-celtics-2017122502/,Mon, 25 Dec 2017 22:30:00,5091
2017122525,nba.g.1947812,nba.t.25,nba.t.10,https://sports.yahoo.com/nba/houston-rockets-oklahoma-city-thunder-2017122525/,Tue, 26 Dec 2017 01:00:00,5091
2017122513,nba.g.1947374,nba.t.13,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-los-angeles-lakers-2017122513/,Tue, 26 Dec 2017 03:30:00,5091
2017122509,nba.g.1948367,nba.t.9,nba.t.5,https://sports.yahoo.com/nba/cleveland-cavaliers-golden-state-warriors-2017122509/,Mon, 25 Dec 2017 20:00:00,5099
2017122502,nba.g.1947216,nba.t.2,nba.t.27,https://sports.yahoo.com/nba/washington-wizards-boston-celtics-2017122502/,Mon, 25 Dec 2017 22:30:00,5099
2017122525,nba.g.1947812,nba.t.25,nba.t.10,https://sports.yahoo.com/nba/houston-rockets-oklahoma-city-thunder-2017122525/,Tue, 26 Dec 2017 01:00:00,5099
2017122513,nba.g.1947374,nba.t.13,nba.t.16,https://sports.yahoo.com/nba/minnesota-timberwolves-los-angeles-lakers-2017122513/,Tue, 26 Dec 2017 03:30:00,5099
