4663,636447456000000000,199,145.00,200,112.65,80.7895,14.7741
4552,636448320000000000,200,245.08,200,205.08,115.4590,22.2428
4555,636448320000000000,200,245.08,200,207.68,107.4193,20.9389
4554,636448320000000000,180,178.52,200,151.72,108.0934,16.6988
4556,636448320000000000,196,237.98,199,206.28,117.5427,24.3758
4557,636448320000000000,177,152.32,200,149.82,102.3405,17.8475
4674,636448320000000000,200,406.30,199,364.80,238.0407,25.5124
4678,636448320000000000,200,390.10,200,329.90,234.4660,25.5262
4675,636448320000000000,199,333.40,199,321.60,246.1188,27.5296
4676,636448320000000000,193,165.60,197,144.30,76.4037,29.5993
4677,636448320000000000,192,165.00,200,133.70,70.0394,32.9364
4636,636448320000000000,171,126.95,189,96.80,64.3727,12.0688
4664,636448320000000000,183,159.65,200,109.40,67.6677,12.9944
4605,636449184000000000,141,160.00,199,130.50,87.0225,15.0404
4680,636449184000000000,200,391.50,199,320.90,236.2727,22.8937
4681,636449184000000000,197,349.20,197,297.50,223.2311,24.1897
4682,636449184000000000,198,331.90,200,287.20,200.6568,21.2922
4683,636449184000000000,200,287.70,200,261.20,196.3168,17.5495
4684,636449184000000000,193,214.70,197,150.50,84.6281,27.4801
4685,636449184000000000,197,148.00,200,110.90,79.5538,15.8724
4686,636449184000000000,193,138.00,199,107.20,76.5257,11.7289
4633,636449184000000000,176,135.20,196,110.45,68.3929,15.6737
4688,636449184000000000,199,106.85,195,90.80,63.8933,12.4078
4690,636450048000000000,181,320.80,199,311.40,228.6543,25.3210
4691,636450048000000000,199,273.40,200,266.30,217.7329,19.6981
4692,636450048000000000,180,148.70,183,138.20,81.1169,21.4902
4491,636450048000000000,183,225.65,200,174.70,112.7363,23.5667
4694,636450912000000000,199,411.90,200,356.70,249.0931,32.2246
4695,636450912000000000,194,366.00,199,292.50,224.5767,28.8746
4696,636450912000000000,200,321.80,200,273.10,201.2648,23.1687
4697,636450912000000000,183,182.30,200,137.40,71.0076,20.7774
4698,636450912000000000,160,158.50,200,105.40,54.8724,20.5401
4647,636450912000000000,191,224.50,199,180.75,125.0248,19.4271
4600,636451776000000000,146,222.34,199,178.12,106.9229,20.5692
4703,636451776000000000,200,298.00,200,291.10,242.6944,19.3740
4704,636451776000000000,185,219.30,199,129.30,63.1617,18.9506
4705,636451776000000000,176,204.30,200,118.00,65.8747,21.5481
4706,636451776000000000,183,190.00,200,142.00,80.5042,21.3248
4661,636451776000000000,164,143.10,188,100.40,69.9452,14.9104
4662,636451776000000000,160,142.50,193,119.10,90.9440,18.7917
4715,636452640000000000,200,421.00,195,379.20,251.6294,32.0534
4716,636452640000000000,200,380.60,200,328.20,262.9133,26.9181
4717,636452640000000000,198,363.10,199,332.80,261.6882,27.1992
4718,636452640000000000,191,145.10,197,120.70,76.8653,18.6036
4719,636453504000000000,198,351.60,198,317.80,235.7847,25.4612
4720,636453504000000000,194,344.10,198,323.50,234.2591,26.6859
4721,636453504000000000,197,334.10,199,301.90,226.4002,27.2427
4722,636453504000000000,198,227.40,198,130.30,73.0706,20.2759
4723,636453504000000000,197,225.30,199,197.10,68.3416,20.9798
4724,636453504000000000,176,201.10,199,109.40,61.9857,20.1738
4725,636453504000000000,184,187.30,197,144.80,57.9878,23.8702
4700,636453504000000000,196,197.40,199,150.40,68.0447,17.8248
4701,636453504000000000,178,154.65,199,114.80,79.0776,13.2106
4726,636453504000000000,177,135.50,200,104.90,60.9926,12.1744
4602,636454368000000000,174,222.14,200,192.34,108.0919,21.2750
4599,636454368000000000,171,216.94,200,173.76,114.9403,19.6572
4601,636454368000000000,181,214.54,200,179.02,113.5920,21.9941
4603,636454368000000000,170,175.26,200,158.48,110.6060,16.5291
4604,636454368000000000,147,152.04,170,136.94,96.3760,13.4844
4729,636454368000000000,197,384.80,200,325.80,239.0325,31.2216
4738,636454368000000000,200,365.40,200,326.40,244.1398,34.9692
4730,636454368000000000,200,351.90,200,324.60,250.3236,33.0380
4731,636454368000000000,199,315.90,196,304.10,238.1869,26.4821
4732,636454368000000000,200,304.10,200,299.70,245.1377,35.7717
4733,636454368000000000,164,214.60,200,126.70,63.9634,21.6859
4734,636454368000000000,156,152.00,200,103.10,63.3021,15.6260
4702,636454368000000000,191,153.80,199,135.20,82.6737,13.8489
4727,636454368000000000,189,185.35,200,137.50,101.7985,21.1617
4728,636454368000000000,192,134.35,200,90.20,56.1611,14.1708
4654,636455232000000000,167,142.04,200,134.94,101.7579,13.2234
4739,636455232000000000,194,339.70,200,303.10,202.5257,27.8834
4740,636455232000000000,199,312.60,199,271.10,201.1159,25.5950
4741,636455232000000000,200,184.20,199,132.20,70.9362,17.5299
4742,636455232000000000,187,165.90,200,134.50,73.7729,25.8457
4745,636456096000000000,200,401.80,200,339.00,239.5587,27.8370
4746,636456096000000000,200,346.50,200,304.40,237.1776,27.1725
4747,636456096000000000,200,346.50,200,307.40,237.9827,28.3195
4748,636456096000000000,198,292.10,194,278.30,218.5456,20.2638
4749,636456096000000000,199,192.00,200,144.30,76.2591,21.9249
4750,636456096000000000,178,129.90,199,111.40,72.6919,15.2780
4755,636456960000000000,199,329.80,200,304.60,223.2571,23.4764
4756,636456960000000000,197,317.90,199,276.70,216.1142,20.5737
4757,636456960000000000,188,313.20,200,276.60,228.1480,17.6482
4758,636456960000000000,200,171.70,200,148.00,82.2551,23.2381
4759,636456960000000000,199,168.80,198,129.30,84.0216,22.0975
4649,636457824000000000,174,235.46,198,181.00,104.9595,21.0527
4767,636457824000000000,199,381.80,200,332.60,240.1355,27.2123
4768,636457824000000000,197,358.30,199,324.30,251.5488,31.0120
4769,636457824000000000,193,302.20,200,287.20,233.6857,19.1848
4764,636457824000000000,197,212.70,200,155.60,81.1048,20.6410
4765,636457824000000000,196,175.50,199,132.20,80.9047,17.4778
4766,636457824000000000,196,169.10,200,146.10,87.3948,22.8172
4778,636458688000000000,199,382.10,199,351.60,228.5369,32.8832
4779,636458688000000000,193,373.80,200,319.10,236.7697,28.2013
4780,636458688000000000,200,365.90,200,326.10,230.5594,31.9481
4781,636458688000000000,195,188.30,198,115.60,55.5583,22.6694
4782,636458688000000000,195,185.40,200,135.50,50.5311,24.9823
4783,636458688000000000,169,150.90,185,109.50,41.3707,29.4189
4784,636459552000000000,198,414.60,200,355.60,235.9122,26.9169
4785,636459552000000000,198,414.60,200,324.70,246.4064,27.8395
4786,636459552000000000,196,377.90,196,350.70,261.0083,46.1146
4787,636459552000000000,172,213.90,197,136.50,68.8945,22.7992
4788,636459552000000000,174,213.10,200,150.50,62.4873,22.3778
4789,636459552000000000,192,190.30,199,122.30,63.2273,20.3191
4790,636459552000000000,177,165.60,196,139.40,81.5095,26.4012
4651,636460416000000000,162,232.46,198,195.00,104.8641,21.5410
4648,636460416000000000,170,221.68,200,174.66,101.0719,18.8567
4650,636460416000000000,174,202.68,198,154.86,90.5932,18.5519
4652,636460416000000000,162,195.56,200,179.66,120.4832,21.1862
4653,636460416000000000,175,164.96,196,161.06,123.8180,13.2968
4793,636460416000000000,199,321.50,200,320.70,251.0671,27.1556
4794,636460416000000000,182,182.40,200,117.50,54.9728,17.5628
4795,636460416000000000,183,111.20,200,94.40,66.3930,10.2612
4714,636461280000000000,179,192.26,198,187.46,143.1770,14.0870
4796,636461280000000000,197,394.10,197,344.90,240.6576,31.7921
4797,636461280000000000,199,379.30,200,325.70,238.1957,30.7903
4798,636461280000000000,192,370.60,197,321.30,234.4689,33.5478
4799,636461280000000000,200,339.00,199,302.40,228.2211,31.6386
4800,636461280000000000,153,174.90,193,128.80,64.5738,26.2084
4801,636462144000000000,199,319.60,199,315.40,249.4785,23.5429
4802,636462144000000000,199,315.60,200,296.20,243.4880,20.5705
4803,636462144000000000,196,209.00,200,157.80,88.5402,27.3167
4804,636462144000000000,191,187.80,200,142.20,74.9129,28.3727
4805,636462144000000000,181,152.10,198,120.70,72.5118,21.3391
4806,636463008000000000,199,428.80,199,375.90,255.4954,41.6881
4807,636463008000000000,198,426.70,200,368.40,258.5770,44.1870
4808,636463008000000000,195,363.20,200,349.00,269.5898,37.3107
4809,636463008000000000,168,199.60,199,156.40,83.5706,29.9548
4810,636463008000000000,162,169.80,198,135.10,71.7694,20.2191
4709,636463872000000000,197,243.62,200,199.26,118.9094,21.6427
4813,636463872000000000,186,301.80,200,288.50,225.2729,17.9025
4814,636463872000000000,198,266.00,200,154.00,70.0426,29.7345
4815,636463872000000000,188,236.70,200,146.40,72.7824,28.8036
4816,636463872000000000,193,224.10,199,165.20,63.8167,33.1175
4824,636464736000000000,196,414.50,200,364.80,237.4417,33.2796
4825,636464736000000000,194,376.20,200,314.80,215.9883,26.1372
4826,636464736000000000,200,332.60,199,303.90,212.0448,29.0488
4827,636464736000000000,182,131.40,197,111.40,79.0698,15.0894
4828,636465600000000000,199,340.00,200,312.90,238.2572,25.2928
4829,636465600000000000,200,299.60,200,294.80,216.1002,25.0282
4830,636465600000000000,188,284.60,200,278.80,213.1639,20.9751
4831,636465600000000000,185,221.20,200,140.90,61.1953,19.9141
4832,636465600000000000,192,183.80,200,136.60,61.3780,20.6875
4833,636465600000000000,169,152.60,199,118.00,65.5652,19.8495
4834,636465600000000000,164,133.00,198,94.50,55.0507,17.0926
4761,636465600000000000,197,234.00,199,184.75,91.5208,21.1608
4762,636465600000000000,198,213.25,199,201.75,127.5487,19.9622
4751,636465600000000000,190,155.50,199,125.60,79.2168,18.0664
4711,636466464000000000,195,231.12,200,192.78,111.0691,20.8936
4708,636466464000000000,199,225.68,199,173.46,116.3320,21.6028
4710,636466464000000000,198,206.38,199,162.78,112.9851,18.7058
4712,636466464000000000,195,203.82,200,179.16,115.7284,23.9849
4713,636466464000000000,188,146.02,198,145.02,100.0611,18.8396
4835,636466464000000000,199,365.00,200,318.50,240.9793,28.3176
4841,636466464000000000,200,352.80,200,329.40,246.9089,28.5629
4836,636466464000000000,194,340.40,198,308.40,224.3233,30.9900
4837,636466464000000000,175,316.30,200,287.50,214.7653,25.6944
4838,636466464000000000,168,200.90,197,144.60,65.8640,22.9551
4839,636466464000000000,163,170.40,181,119.60,58.5269,21.9857
4840,636466464000000000,165,163.40,173,115.70,60.4425,17.4315
4752,636466464000000000,173,132.35,198,93.65,62.8684,14.6944
4763,636466464000000000,172,148.10,193,131.70,85.7820,14.3574
4777,636467328000000000,185,195.62,199,176.92,121.4177,20.0361
4842,636467328000000000,200,400.00,200,354.50,239.8553,29.7053
4843,636467328000000000,200,360.10,198,319.20,254.1557,24.2578
4844,636467328000000000,166,181.50,200,119.00,62.5133,22.0093
4845,636467328000000000,159,175.40,195,117.60,72.3491,18.2446
4859,636468192000000000,198,403.40,200,353.40,262.4917,35.6037
4847,636468192000000000,199,200.90,199,170.00,90.5034,29.6948
4848,636468192000000000,199,187.70,200,171.80,100.7151,30.6382
4791,636468192000000000,200,213.65,198,169.25,115.4482,24.8825
4754,636468192000000000,186,108.75,200,91.90,62.1006,11.7428
4855,636469056000000000,197,406.70,200,377.30,262.0021,37.0990
4856,636469056000000000,200,391.90,198,343.60,249.5491,36.1797
4857,636469056000000000,196,351.00,200,337.40,261.5004,33.3300
4851,636469056000000000,155,206.40,199,139.30,70.3696,21.9678
4852,636469056000000000,176,179.00,199,118.60,67.5371,19.7594
4853,636469056000000000,169,176.00,199,132.60,64.7922,22.7681
4792,636469056000000000,185,210.15,199,165.55,120.0112,21.5981
4772,636469920000000000,200,259.84,200,208.14,119.2754,24.1835
4770,636469920000000000,174,191.36,198,184.06,114.0669,21.2022
4850,636469920000000000,172,165.66,185,154.76,116.1243,15.6168
4811,636469920000000000,174,154.60,198,104.50,77.2523,18.6320
4812,636469920000000000,175,218.65,200,166.15,108.3392,23.1992
4860,636470784000000000,199,383.10,200,340.90,243.2102,29.1299
4861,636470784000000000,199,359.80,200,327.30,230.0448,27.2285
4862,636470784000000000,199,353.80,200,308.30,230.0266,23.8293
4863,636470784000000000,197,302.90,199,272.60,209.4263,22.1785
4864,636470784000000000,199,221.00,200,130.80,76.2930,21.2616
4865,636470784000000000,199,207.30,200,160.60,81.2788,22.1075
4866,636470784000000000,199,171.80,196,134.80,72.6393,24.1949
4867,636470784000000000,198,155.70,200,137.30,91.2328,22.5228
4877,636471648000000000,199,387.20,200,347.60,254.9206,33.3029
4878,636471648000000000,200,342.20,199,316.90,245.0696,29.5136
4879,636471648000000000,197,299.60,199,290.30,246.1671,17.9033
4880,636471648000000000,197,216.20,200,180.40,66.0839,23.9176
4881,636471648000000000,197,176.90,200,127.30,66.0949,21.8008
4882,636471648000000000,197,159.00,200,121.10,57.6739,27.5887
4858,636471648000000000,186,183.80,199,144.15,76.1130,15.9542
4846,636471648000000000,190,161.05,200,119.10,85.1393,11.3138
4868,636471648000000000,186,194.15,199,143.40,95.4505,20.1103
4774,636472512000000000,200,252.88,200,223.78,116.0311,23.3640
4771,636472512000000000,200,252.88,200,200.54,123.4912,21.8647
4773,636472512000000000,192,223.18,200,182.08,112.3654,18.9883
4775,636472512000000000,197,207.44,200,189.74,114.4318,23.6406
4776,636472512000000000,191,174.04,200,171.04,136.5814,18.6956
4883,636472512000000000,170,355.40,199,332.50,229.3478,30.0330
4884,636472512000000000,172,132.70,200,98.10,50.8083,14.4702
4849,636472512000000000,175,160.50,191,135.30,84.9359,15.2658
4869,636472512000000000,199,164.60,199,106.20,75.1546,19.4874
4823,636473376000000000,174,131.58,188,118.38,88.0029,10.5878
4888,636473376000000000,199,406.30,200,336.50,240.7025,27.3673
4889,636473376000000000,197,390.70,199,332.60,251.9862,26.8472
4890,636473376000000000,161,332.20,196,316.50,234.5218,25.7971
4891,636473376000000000,198,196.20,200,158.90,77.1356,25.7334
4892,636473376000000000,196,168.30,197,125.80,67.4221,22.9712
4894,636474240000000000,200,364.70,200,331.50,227.8183,25.6012
4895,636474240000000000,197,361.90,200,331.50,228.0111,27.4959
4896,636474240000000000,192,289.80,197,274.10,218.4110,22.6520
4897,636474240000000000,185,218.40,196,120.50,54.2242,21.1726
4898,636474240000000000,171,168.60,200,122.50,52.3635,18.4385
4899,636474240000000000,157,161.50,200,86.80,38.3891,16.1392
4886,636474240000000000,183,240.10,200,162.50,86.2879,20.7264
4854,636474240000000000,159,161.05,199,112.60,70.8231,13.8755
4901,636475104000000000,198,406.10,199,344.70,243.7168,28.1479
4902,636475104000000000,200,362.20,198,314.40,242.0060,28.1931
4903,636475104000000000,157,158.80,200,118.10,59.7898,16.1196
4904,636475104000000000,155,146.40,194,108.10,58.5370,15.1855
4885,636475104000000000,191,228.45,200,172.95,110.7878,17.0052
4905,636475104000000000,194,121.50,199,101.40,74.7823,12.8824
4818,636475968000000000,199,238.84,200,176.94,110.4646,19.5962
4906,636475968000000000,200,359.60,197,346.60,259.3089,25.7261
4907,636475968000000000,198,346.80,192,313.30,255.3584,27.1471
4908,636475968000000000,197,316.00,199,308.00,248.5190,21.8795
4909,636475968000000000,180,199.20,200,131.30,63.7855,19.6817
4910,636475968000000000,179,191.90,200,123.50,66.4597,18.4814
4911,636475968000000000,163,164.90,200,108.00,74.0285,13.7429
4925,636476832000000000,200,393.30,200,350.80,224.6374,30.1631
4926,636476832000000000,200,362.40,200,302.80,219.5853,27.3020
4927,636476832000000000,199,197.90,200,141.40,69.1552,23.1144
4928,636476832000000000,194,166.70,199,143.60,71.2333,21.3924
4932,636477696000000000,200,371.40,198,316.50,233.0444,24.9193
4933,636477696000000000,200,364.30,199,336.40,238.7973,26.3121
4934,636477696000000000,198,315.30,199,304.90,241.2110,30.2310
4935,636477696000000000,190,292.40,198,278.50,224.3722,22.7160
4936,636477696000000000,153,213.10,199,132.80,73.4997,25.1296
4937,636477696000000000,147,208.90,200,146.90,62.9483,21.4050
4938,636477696000000000,170,168.80,200,117.30,50.2330,22.6956
4939,636477696000000000,164,150.40,200,113.90,61.2743,14.2580
4913,636477696000000000,192,236.05,200,163.55,79.7034,22.3145
4914,636477696000000000,177,199.20,197,145.15,91.4515,17.0945
4915,636477696000000000,199,144.15,200,110.00,76.8536,14.9690
4820,636478560000000000,199,238.84,200,205.64,109.7796,20.1151
4817,636478560000000000,199,238.84,200,173.14,114.1253,20.0421
4819,636478560000000000,187,229.04,198,178.44,103.3612,18.7052
4821,636478560000000000,199,189.56,200,165.06,112.0716,14.1929
4822,636478560000000000,198,156.66,200,144.46,98.1692,14.2802
4940,636478560000000000,197,357.10,199,327.00,237.3935,32.6339
4941,636478560000000000,195,349.90,199,304.20,217.5613,28.3232
4942,636478560000000000,197,187.80,200,149.50,96.7436,26.1671
4943,636478560000000000,191,153.20,200,124.70,87.3538,18.8990
4900,636478560000000000,200,133.90,200,106.55,79.1606,9.8323
4916,636478560000000000,161,138.65,195,95.55,56.0090,15.4394
4876,636479424000000000,200,144.56,200,134.06,92.3163,17.0868
4945,636479424000000000,199,379.00,200,319.80,233.1052,23.6426
4946,636479424000000000,198,347.40,200,317.80,248.1814,25.8251
4947,636479424000000000,185,184.80,200,140.30,62.9336,22.5854
4948,636479424000000000,174,169.60,200,126.70,56.8525,23.4783
4951,636480288000000000,197,348.00,198,326.70,251.5917,27.7813
4952,636480288000000000,197,333.00,199,294.00,240.0906,24.7911
4953,636480288000000000,180,223.30,200,128.50,65.9881,20.6548
4954,636480288000000000,153,203.70,200,122.00,71.4141,21.7565
4955,636480288000000000,165,194.90,200,140.40,90.3249,19.6636
4736,636480288000000000,183,186.35,200,135.20,92.6370,17.4386
4958,636481152000000000,199,381.90,199,363.20,266.0754,31.3718
4959,636481152000000000,199,361.60,200,331.80,265.2804,27.8114
4960,636481152000000000,200,206.90,200,164.90,77.8794,26.4513
4961,636481152000000000,195,194.10,199,151.40,78.4599,29.9584
4962,636481152000000000,168,132.90,200,112.10,71.6541,19.6588
4735,636481152000000000,196,246.15,198,198.70,133.9890,28.3938
4871,636482016000000000,197,240.54,199,187.14,104.6629,24.6329
4964,636482016000000000,198,361.00,200,332.70,244.4364,25.8553
4965,636482016000000000,198,334.40,198,298.40,238.1928,25.3915
4966,636482016000000000,198,306.60,195,284.20,239.4811,30.9810
4967,636482016000000000,199,192.80,200,135.00,81.5782,18.3266
4968,636482016000000000,193,182.00,197,142.20,95.9948,23.6740
4969,636482016000000000,200,171.50,200,149.90,91.1588,20.4921
4970,636482016000000000,137,154.15,177,98.10,49.1867,14.8737
4971,636482016000000000,178,187.80,188,146.60,105.7519,21.5660
4979,636482880000000000,196,418.10,199,381.50,251.9163,35.0016
4980,636482880000000000,193,325.30,199,303.80,250.4468,23.0245
4981,636482880000000000,188,181.20,200,130.40,75.0084,17.8761
4982,636482880000000000,171,155.40,200,120.30,72.1935,12.2087
4983,636483744000000000,199,394.90,199,336.70,261.0558,34.2659
4984,636483744000000000,200,383.30,200,364.10,263.8358,33.0505
4985,636483744000000000,199,344.00,200,301.70,242.2358,26.9471
4986,636483744000000000,200,323.60,199,293.50,236.9992,19.6325
4987,636483744000000000,188,214.20,200,123.80,70.7137,22.0543
4988,636483744000000000,195,214.20,200,146.60,65.0062,20.3683
4989,636483744000000000,197,175.60,200,143.40,82.0096,22.5142
4990,636483744000000000,200,174.70,200,140.50,84.0522,22.4395
4944,636483744000000000,190,204.75,200,147.35,71.1274,17.0636
4963,636483744000000000,189,199.30,200,162.45,105.9783,19.0212
4991,636483744000000000,198,175.00,200,146.35,104.1567,20.5935
4873,636484608000000000,197,240.54,200,205.76,107.0199,21.3729
4870,636484608000000000,197,240.54,200,176.18,118.7118,23.7376
4930,636484608000000000,197,213.88,196,159.86,103.2680,17.0349
4931,636484608000000000,200,219.94,199,195.32,121.0120,31.3241
4875,636484608000000000,199,187.44,198,178.72,119.6694,22.2608
4993,636484608000000000,199,379.50,200,356.70,234.0920,35.0175
4994,636484608000000000,200,352.50,200,315.30,222.2265,31.6491
4995,636484608000000000,200,195.50,198,155.40,82.3167,22.0779
4929,636484608000000000,199,129.40,200,104.50,73.1960,9.9390
4992,636484608000000000,197,134.45,200,108.70,80.0755,15.8453
4924,636485472000000000,149,143.06,198,121.82,83.3045,12.9464
4997,636485472000000000,198,370.20,199,342.40,233.6117,27.1776
4998,636485472000000000,199,303.10,199,288.30,233.1313,22.3198
4999,636485472000000000,152,156.90,199,105.10,63.3124,15.6947
5000,636485472000000000,174,132.20,193,95.90,59.9186,14.1553
5003,636486336000000000,198,369.70,199,338.00,245.8688,29.8423
5004,636486336000000000,199,334.70,199,320.60,248.8446,28.8416
5005,636486336000000000,199,324.90,200,314.80,250.2832,23.3124
5006,636486336000000000,197,185.90,200,120.90,53.2947,19.6362
5007,636486336000000000,179,150.40,198,119.00,62.5963,19.1323
4996,636486336000000000,197,227.95,200,173.90,86.6445,21.0380
4949,636486336000000000,152,154.20,195,126.30,83.7752,16.4998
5010,636487200000000000,196,405.20,200,381.40,263.4853,30.9044
5011,636487200000000000,198,367.70,200,328.30,257.2791,27.9097
5012,636487200000000000,188,340.70,197,326.40,253.5283,25.4829
5013,636487200000000000,182,170.80,200,124.10,72.8874,18.3601
5014,636487200000000000,194,158.30,197,143.30,91.1048,19.8906
4956,636487200000000000,193,213.80,200,156.05,98.2389,15.4854
4919,636488064000000000,197,253.26,200,180.02,106.3574,21.6793
5015,636488064000000000,200,385.10,198,356.60,259.3933,31.8820
5016,636488064000000000,199,360.20,199,327.70,254.2952,26.6011
5017,636488064000000000,185,203.30,194,138.40,75.6731,22.7775
5018,636488064000000000,193,185.70,200,120.20,68.1134,21.6218
5019,636488064000000000,194,178.10,198,143.80,77.4418,22.4740
5027,636488928000000000,200,395.70,200,339.60,239.8315,29.0605
5028,636488928000000000,197,371.70,200,335.30,263.4800,26.9087
5029,636488928000000000,198,327.10,200,308.90,243.1298,28.8141
5030,636488928000000000,161,186.70,198,142.40,55.8971,20.2388
4918,636489792000000000,179,156.64,200,148.84,95.1493,21.1820
5031,636489792000000000,192,375.40,200,341.60,228.0753,32.4529
5032,636489792000000000,199,361.10,199,292.70,216.4785,24.5459
5033,636489792000000000,197,232.40,200,182.50,79.6947,20.9299
5034,636489792000000000,197,232.40,198,206.00,83.9817,24.2314
5035,636489792000000000,200,195.20,200,138.60,84.2956,19.1592
5036,636489792000000000,198,186.80,200,151.60,90.5941,27.6270
5020,636489792000000000,172,221.85,200,163.05,82.2775,21.2374
