utah,40.4,86.4,46.8,12.1,34.0,35.6,18.8,25.5,73.6,10.0,36.4,46.4,26.0,14.8,8.1,5.9,21.1,111.7,40.0,88.5,45.2,9.8,27.7,35.5,16.7,22.2,75.3,8.9,33.7,42.6,21.6,13.4,8.5,4.6,22.4,106.5,nba.t.26,Utah Jazz
san-antonio,42.3,88.4,47.8,9.9,25.3,39.2,17.2,21.0,81.9,9.2,35.5,44.7,24.5,11.8,6.1,4.7,18.1,111.7,41.5,89.7,46.3,11.7,32.7,35.9,15.2,20.2,75.5,9.2,34.7,43.9,24.7,11.7,7.2,4.0,19.6,110.0,nba.t.24,San Antonio Spurs
charlotte,40.2,89.8,44.8,11.9,33.9,35.1,18.4,23.1,79.7,9.9,33.9,43.8,23.2,11.7,7.2,4.9,18.9,110.7,41.9,89.2,47.0,12.1,33.5,36.1,15.9,20.2,78.7,10.1,35.7,45.8,26.0,13.0,6.9,6.0,20.6,111.8,nba.t.30,Charlotte Hornets
denver,41.9,90.0,46.6,11.0,31.4,35.1,15.8,20.9,75.5,11.9,34.5,46.4,27.4,12.9,7.7,4.4,20.0,110.7,39.6,86.4,45.8,10.8,31.9,33.9,16.7,22.2,75.3,9.7,32.7,42.5,24.6,13.0,7.4,5.0,20.4,106.7,nba.t.7,Denver Nuggets
dallas,38.8,86.9,44.7,12.5,36.6,34.0,18.8,25.3,74.2,10.1,35.2,45.3,23.4,13.6,6.5,4.3,20.1,108.9,40.9,89.2,45.9,11.2,32.5,34.4,17.1,22.0,77.7,10.2,34.6,44.8,24.5,12.5,7.8,4.5,23.2,110.1,nba.t.6,Dallas Mavericks
indiana,41.3,87.0,47.5,9.5,25.4,37.4,15.8,21.1,75.2,9.3,33.7,43.0,26.0,13.3,8.7,4.9,19.4,108.0,38.7,86.1,45.0,11.4,32.1,35.4,15.8,21.0,75.6,10.5,33.1,43.7,24.5,14.9,7.4,5.2,20.0,104.7,nba.t.11,Indiana Pacers
phoenix,40.1,87.4,45.9,9.6,29.3,32.9,17.6,22.7,77.9,9.1,31.3,40.4,23.9,15.2,9.0,5.1,23.6,107.5,42.5,88.2,48.2,11.1,29.9,37.2,20.8,27.6,75.3,11.8,35.3,47.2,25.9,15.2,9.0,5.0,20.7,116.8,nba.t.21,Phoenix Suns
orlando,40.4,89.1,45.4,11.4,32.1,35.6,15.0,19.2,78.2,10.0,35.4,45.4,25.5,12.6,6.6,5.4,18.6,107.3,39.9,87.6,45.6,10.5,30.2,34.7,16.3,20.9,77.8,9.0,35.6,44.6,23.1,12.5,7.0,4.4,18.7,106.6,nba.t.19,Orlando Magic
detroit,38.8,88.3,44.0,12.1,34.8,34.8,17.3,23.1,74.7,11.4,33.6,45.0,22.5,13.0,6.9,4.0,22.1,107.0,39.9,85.0,46.9,9.6,27.8,34.5,17.9,23.7,75.5,9.1,34.6,43.7,23.7,13.6,6.9,5.1,21.3,107.3,nba.t.8,Detroit Pistons
miami,39.6,88.0,45.0,11.3,32.4,34.9,15.1,21.7,69.5,11.2,35.1,46.3,24.3,14.1,7.6,5.5,20.9,105.7,38.3,86.8,44.1,11.9,33.1,35.8,17.5,22.7,76.9,10.1,34.0,44.2,23.3,13.5,7.5,4.7,20.1,105.9,nba.t.14,Miami Heat
chicago,39.8,87.9,45.3,9.1,25.9,35.1,16.2,20.7,78.3,8.8,34.1,42.9,21.9,13.5,7.4,4.3,20.3,104.9,42.2,89.2,47.3,12.1,33.0,36.5,16.8,22.0,76.3,10.0,36.4,46.4,25.5,12.8,7.3,5.8,18.7,113.4,nba.t.4,Chicago Bulls
new-york,38.2,88.3,43.3,10.0,29.5,34.0,18.1,23.9,75.9,10.5,34.3,44.7,20.1,13.4,6.8,5.1,20.9,104.6,41.9,89.7,46.7,11.8,32.6,36.3,18.2,23.8,76.6,10.7,36.8,47.5,25.6,12.7,7.4,5.6,20.8,113.8,nba.t.18,New York Knicks
cleveland,38.9,87.6,44.4,10.3,29.1,35.5,16.4,20.7,79.2,10.7,31.9,42.7,20.7,12.6,6.5,2.4,20.0,104.5,43.2,87.2,49.5,12.0,31.6,38.0,15.8,20.5,77.0,9.5,34.6,44.1,25.7,12.0,6.9,5.6,19.4,114.1,nba.t.5,Cleveland Cavaliers
memphis,38.0,84.4,45.0,9.9,28.9,34.2,17.7,23.0,77.2,8.8,33.0,41.8,23.9,13.2,8.3,5.5,22.0,103.5,37.6,83.4,45.1,11.6,32.2,36.0,19.3,24.7,78.4,9.5,35.2,44.7,23.4,14.5,7.6,4.9,21.4,106.1,nba.t.29,Memphis Grizzlies
